Name,Prompt URL,Description,Prompt Tags,Type,Created time
Social Media Branding Strategies,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/social_media_branding_strategies.md,"Generate a list of social media branding strategies for new small business owners, including examples and effectiveness analysis. Provide actionable recommendations for optimizing branding efforts with structured findings and insights from case studies.","Marketing, Small Business, Social Media",text,"January 6, 2025 8:01 AM"
RfpResponseAssistance,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/rfp_response_assistance.md,Edit to create responses for a Request for Proposal (RFP) by emphasizing Yoh's strengths and aligning them with the target company's needs. Utilize the provided scope of services to simplify explanations and develop tailored responses that showcase Yoh as the ideal solution.,"Business Development, Proposal Writing, RFP",text,"January 6, 2025 8:01 AM"
Renting Strategy Guide,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/renting_strategy_guide.md,"Create a comprehensive strategy to rent out an apartment for both long-term and short-term periods, covering aspects like marketing, tenant screening, lease creation, legal considerations, and competitive analysis. Include compelling listings, screening strategies, advertising channels, and regulations to enhance rental success.","Marketing, Real Estate, Rental Tips",text,"January 6, 2025 8:01 AM"
Analyze Competitors on YouTube,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/analyze_youtube_competitors.md,"Analyze competitors on YouTube by identifying them based on niche criteria, examining their content strategies, evaluating engagement metrics, and assessing their SEO and monetization methods. Provide insights into audience demographics and the strengths and weaknesses of competitors' channels.","Content Creation, Market Research, YouTube",text,"January 6, 2025 8:01 AM"
Check Agreement,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/check_agreement.md,"Analyze, suggest improvements, and draft legal contracts focused on tourism and banking finance in the Maldives, emphasizing commercial law principles. Identify common pitfalls in contract drafting and offer strategies to enhance clarity and enforceability.","Finance, Legal, Travel",text,"January 6, 2025 8:01 AM"
Documentary Script Creation,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/documentary_script_creation.md,"Create a documentary script using provided documents, ensuring a clear structure with an introduction, body, and conclusion. Incorporate relevant content, interviews, and visual/audio suggestions to enhance the narrative.","Content Creation, Research, Writing",text,"January 6, 2025 8:01 AM"
Create Dating App Business Plan,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_dating_app_business_plan.md,"Create a detailed business plan for a new dating app, focusing on app concept, target audience, market research, monetization strategy, marketing, technical specifications, development roadmap, team structure, financial projections, and legal compliance.","App Development, Entrepreneur, Market Research",text,"January 6, 2025 8:01 AM"
Create Pinterest Pin Content Strategy.md,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/Create%20Pinterest%20Pin%20Content%20Strategy.md,"Create a Pinterest pin content strategy for digital marketing in the e-learning niche, focusing on engaging pin copy that includes a hook, body, and call-to-action, while incorporating SEO best practices. Provide a tabulated format for each component, along with relevant keywords and additional SEO tips.","Courses, Marketing, SEO",text,"January 6, 2025 8:01 AM"
Write Video Script,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/write_video_script.md,"Create a YouTube video script that includes a specified theme, an engaging introduction, content structure, visuals and audio suggestions, and a strong conclusion with a call-to-action for viewer engagement.","Content Creation, Video Script, YouTube",text,"January 6, 2025 8:01 AM"
Luxury Bathroom Description,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/luxury_bathroom_description.md,"Edit a detailed description for an image depicting a luxury bathroom renovation, showcasing high-end features and a professional contractor. The description should emphasize a spa-like atmosphere and the expertise behind the design.","Home Decor, Luxury Travel, Marketing",text,"January 6, 2025 8:01 AM"
Social Media Content Tree Service,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/social_media_content_tree_service.md,"Create engaging social media content for a Tree Service Company, focusing on services like tree trimming, removal, and planting. Develop captivating messages and visuals that promote tree maintenance, environmental benefits, and customer interaction through testimonials and educational tips.","Content Creation, Marketing, Social Media",text,"January 6, 2025 8:01 AM"
Create Engaging Website Content and Video Scripts for Small Business,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_engaging_website_content_and_video_scripts_for_small_business.md,"Create engaging, informative website content and faceless video scripts for a small New Zealand business offering various consulting services. The content should build brand authority, enhance client engagement, and include FAQs to address common inquiries.","Content Creation, Small Business, Social Media",text,"January 6, 2025 8:01 AM"
Create Cyber Summary,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_cyber_summary.md,"Edit a detailed paragraph that emphasizes the critical role of OT cybersecurity in the industrial waste and recycling sector, examining high-level risks, potential threats, and best practices for securing operational technology. The response should be informative yet accessible, addressing the repercussions of cybersecurity breaches on both operational efficiency and environmental safety.","Cybersecurity, Safety, Technology",text,"January 6, 2025 8:01 AM"
Create Science Test,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_science_test.md,"Create a science test at the 8th to 9th-grade level focusing on the Earth's atmosphere with various question types covering key terms, atmospheric composition, air pressure, and weather systems.","Science, Students, Study Guides",text,"January 6, 2025 8:01 AM"
Create Multiple Choice Test,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_multiple_choice_test.md,"Create a multiple-choice test based on the book 'Gris Grimly's Frankenstein' for eighth-grade students, ensuring appropriate vocabulary and comprehension levels. The test should include at least 40 questions on plot details, characters, themes, illustrations, and an answer key.","Books, Students, Study Guides",text,"January 6, 2025 8:01 AM"
Study Plan Creation,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/study_plan_creation.md,"Create a detailed study plan for the medical residency exam, including a weekly schedule, diverse study methods, motivation techniques, and stress management strategies. Incorporate tools for progress assessment and adjustments.","Medical, Motivation, Study Guides",text,"January 6, 2025 8:01 AM"
Create Job Description for Senior Graphic Designer,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_job_description_senior_graphic_designer.md,"Create a comprehensive job description for a Senior Graphic Designer, detailing primary responsibilities, skills, qualifications, and any additional considerations. Ensure it is engaging and attracts qualified candidates.","Career Advice, Graphic Design, Hiring",text,"January 6, 2025 8:01 AM"
Faceless Bible Stories Outline,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/faceless_bible_stories_outline.md,"Create a comprehensive outline for faceless animated Bible stories suitable for a YouTube channel, focusing on engaging storytelling through animation techniques and sound. Identify key stories, animation styles, narrative structures, and tools for execution.","Content Creation, Religion, Story Writing",text,"January 6, 2025 8:01 AM"
